"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","IRL","Ireland","2021","2021",36.4,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ITA","Italy","2018","2018",58884,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ITA","Italy","2019","2019",57222,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ITA","Italy","2020","2020",35052,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ITA","Italy","2021","2021",39617,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ITA","Italy","2018","2018",97.5,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ITA","Italy","2019","2019",95.8,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ITA","Italy","2020","2020",59,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ITA","Italy","2021","2021",67,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","JPN","Japan","2020","2020",64100,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","JPN","Japan","2020","2020",50.8,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","KOR","Korea","2018","2018",62978,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","KOR","Korea","2019","2019",61844,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","KOR","Korea","2020","2020",46704,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","KOR","Korea","2021","2021",44884,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","KOR","Korea","2018","2018",122.1,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","KOR","Korea","2019","2019",119.5,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","KOR","Korea","2020","2020",90.1,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","KOR","Korea","2021","2021",86.7,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","MEX","Mexico","2018","2018",11595,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","MEX","Mexico","2019","2019",11962,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","MEX","Mexico","2020","2020",5193,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","MEX","Mexico","2021","2021",5272,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","MEX","Mexico","2018","2018",9.3,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","MEX","Mexico","2019","2019",9.5,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","MEX","Mexico","2020","2020",4.1,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","MEX","Mexico","2021","2021",4.1,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NLD","Netherlands","2018","2018",7574,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NLD","Netherlands","2019","2019",6711,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NLD","Netherlands","2020","2020",4122,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NLD","Netherlands","2021","2021",3321,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NLD","Netherlands","2018","2018",44,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NLD","Netherlands","2019","2019",38.7,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NLD","Netherlands","2020","2020",23.6,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NLD","Netherlands","2021","2021",18.9,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NZL","New Zealand","2018","2018",3472,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NZL","New Zealand","2019","2019",4012,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NZL","New Zealand","2020","2020",3328,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NZL","New Zealand","2018","2018",70.8,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NZL","New Zealand","2019","2019",80.6,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NZL","New Zealand","2020","2020",65.4,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NOR","Norway","2018","2018",2366,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NOR","Norway","2019","2019",2401,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NOR","Norway","2020","2020",1879,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","NOR","Norway","2021","2021",1945,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NOR","Norway","2018","2018",44.5,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NOR","Norway","2019","2019",44.9,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NOR","Norway","2020","2020",34.9,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","NOR","Norway","2021","2021",36,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","POL","Poland","2018","2018",59446,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","POL","Poland","2019","2019",58652,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","POL","Poland","2020","2020",34433,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","POL","Poland","2021","2021",43743,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","POL","Poland","2018","2018",156.5,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","POL","Poland","2019","2019",154.5,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","POL","Poland","2020","2020",90.9,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","POL","Poland","2021","2021",115.9,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","PRT","Portugal","2018","2018",7678,"B","Break"
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","PRT","Portugal","2019","2019",7833,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","PRT","Portugal","2020","2020",5257,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","PRT","Portugal","2021","2021",6080,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","PRT","Portugal","2018","2018",74.7,"B","Break"
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","PRT","Portugal","2019","2019",76.2,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","PRT","Portugal","2020","2020",51.1,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","PRT","Portugal","2021","2021",58.7,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SVK","Slovak Republic","2018","2018",6013,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SVK","Slovak Republic","2019","2019",6025,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SVK","Slovak Republic","2020","2020",3573,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SVK","Slovak Republic","2021","2021",3202,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2018","2018",110.4,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2019","2019",110.5,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2020","2020",65.5,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2021","2021",58.8,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ESP","Spain","2018","2018",44380,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ESP","Spain","2019","2019",44435,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ESP","Spain","2020","2020",29492,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ESP","Spain","2021","2021",33862,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ESP","Spain","2018","2018",94.8,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ESP","Spain","2019","2019",94.3,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ESP","Spain","2020","2020",62.3,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ESP","Spain","2021","2021",71.4,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SWE","Sweden","2018","2018",2615,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SWE","Sweden","2019","2019",2472,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SWE","Sweden","2020","2020",1820,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SWE","Sweden","2021","2021",1822,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SWE","Sweden","2018","2018",25.7,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SWE","Sweden","2019","2019",24,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SWE","Sweden","2020","2020",17.6,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SWE","Sweden","2021","2021",17.5,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","CHE","Switzerland","2018","2018",13640,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","CHE","Switzerland","2019","2019",13683,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","CHE","Switzerland","2020","2020",11736,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","CHE","Switzerland","2021","2021",13474,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CHE","Switzerland","2018","2018",160.2,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CHE","Switzerland","2019","2019",159.6,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CHE","Switzerland","2020","2020",135.9,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CHE","Switzerland","2021","2021",154.8,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","TUR","Türkiye","2018","2018",307363,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","TUR","Türkiye","2018","2018",377.6,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","GBR","United Kingdom","2018","2018",30776,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2018","2018",46.3,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","CHL","Chile","2018","2018",16059,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","CHL","Chile","2019","2019",15878,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","CHL","Chile","2020","2020",10415,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","CHL","Chile","2021","2021",14576,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CHL","Chile","2018","2018",85.6,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CHL","Chile","2019","2019",83.1,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CHL","Chile","2020","2020",53.5,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CHL","Chile","2021","2021",74.1,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ISR","Israel","2018","2018",11838,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ISR","Israel","2019","2019",11561,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ISR","Israel","2020","2020",9983,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","ISR","Israel","2021","2021",11489,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ISR","Israel","2018","2018",133.3,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ISR","Israel","2019","2019",127.7,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ISR","Israel","2020","2020",108.3,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","ISR","Israel","2021","2021",122.6,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SVN","Slovenia","2018","2018",2952,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SVN","Slovenia","2019","2019",2848,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SVN","Slovenia","2020","2020",1867,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","SVN","Slovenia","2021","2021",1852,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SVN","Slovenia","2018","2018",142.3,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SVN","Slovenia","2019","2019",136.4,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SVN","Slovenia","2020","2020",88.8,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","SVN","Slovenia","2021","2021",87.9,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","AUS","Australia","2018","2018",75904,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","AUS","Australia","2019","2019",70285,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","AUS","Australia","2020","2020",54947,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","AUS","Australia","2018","2018",304,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","AUS","Australia","2019","2019",277.4,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","AUS","Australia","2020","2020",214.2,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","AUT","Austria","2018","2018",25884,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","AUT","Austria","2019","2019",24789,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","AUT","Austria","2020","2020",16959,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","AUT","Austria","2021","2021",15323,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","AUT","Austria","2018","2018",292.8,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","AUT","Austria","2019","2019",279.2,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","AUT","Austria","2020","2020",190.2,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","AUT","Austria","2021","2021",171.1,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","BEL","Belgium","2018","2018",35471,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","BEL","Belgium","2019","2019",35654,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","BEL","Belgium","2020","2020",23771,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","BEL","Belgium","2021","2021",22341,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","BEL","Belgium","2018","2018",310.4,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","BEL","Belgium","2019","2019",310.3,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","BEL","Belgium","2020","2020",206,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","BEL","Belgium","2021","2021",192.8,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","CAN","Canada","2018","2018",89775,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","CAN","Canada","2019","2019",87964,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","CAN","Canada","2020","2020",47462,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","CAN","Canada","2021","2021",51436,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","CAN","Canada","2018","2018",242.2,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","CAN","Canada","2019","2019",233.9,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","CAN","Canada","2020","2020",124.8,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","CAN","Canada","2021","2021",134.5,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","CZE","Czech Republic","2018","2018",17476,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","CZE","Czech Republic","2019","2019",17490,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","CZE","Czech Republic","2020","2020",13278,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","CZE","Czech Republic","2021","2021",11954,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2018","2018",164.4,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2019","2019",163.9,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2020","2020",124.1,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2021","2021",113.8,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","FIN","Finland","2018","2018",8092,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","FIN","Finland","2020","2020",6448,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","FIN","Finland","2021","2021",5893,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","FIN","Finland","2018","2018",146.7,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","FIN","Finland","2020","2020",116.6,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","FIN","Finland","2021","2021",106.4,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","FRA","France","2018","2018",96248,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","FRA","France","2019","2019",94241,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","FRA","France","2020","2020",68807,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","FRA","France","2021","2021",64413,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","FRA","France","2018","2018",143.3,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","FRA","France","2019","2019",139.8,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","FRA","France","2020","2020",101.8,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","FRA","France","2021","2021",95.1,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","DEU","Germany","2018","2018",288643,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","DEU","Germany","2019","2019",287897,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","DEU","Germany","2020","2020",204468,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","DEU","Germany","2021","2021",185441,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","DEU","Germany","2018","2018",348.2,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","DEU","Germany","2019","2019",346.5,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","DEU","Germany","2020","2020",245.9,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","DEU","Germany","2021","2021",222.9,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","HUN","Hungary","2018","2018",31146,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","HUN","Hungary","2019","2019",29749,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","HUN","Hungary","2020","2020",15257,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","HUN","Hungary","2021","2021",10822,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","HUN","Hungary","2018","2018",318.6,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","HUN","Hungary","2019","2019",304.5,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","HUN","Hungary","2020","2020",156.5,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","HUN","Hungary","2021","2021",111.5,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","ISL","Iceland","2019","2019",365,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","ISL","Iceland","2019","2019",101.2,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","IRL","Ireland","2018","2018",16592,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","IRL","Ireland","2019","2019",16590,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","IRL","Ireland","2020","2020",11822,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","IRL","Ireland","2021","2021",10292,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","IRL","Ireland","2018","2018",340.9,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","IRL","Ireland","2019","2019",336.2,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","IRL","Ireland","2020","2020",237.1,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","IRL","Ireland","2021","2021",204.5,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","ITA","Italy","2018","2018",38219,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","ITA","Italy","2019","2019",33920,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","ITA","Italy","2020","2020",18454,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","ITA","Italy","2021","2021",16555,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","ITA","Italy","2018","2018",63.3,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","ITA","Italy","2019","2019",56.8,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","ITA","Italy","2020","2020",31,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","ITA","Italy","2021","2021",28,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","JPN","Japan","2020","2020",46200,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","JPN","Japan","2020","2020",36.6,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","KOR","Korea","2018","2018",75618,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","KOR","Korea","2019","2019",65244,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","KOR","Korea","2020","2020",38041,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","KOR","Korea","2021","2021",28679,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","KOR","Korea","2018","2018",146.6,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","KOR","Korea","2019","2019",126,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","KOR","Korea","2020","2020",73.4,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","KOR","Korea","2021","2021",55.4,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","MEX","Mexico","2018","2018",29177,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","MEX","Mexico","2019","2019",29154,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","MEX","Mexico","2020","2020",11959,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","MEX","Mexico","2021","2021",7264,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","MEX","Mexico","2018","2018",23.3,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","MEX","Mexico","2019","2019",23,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","MEX","Mexico","2020","2020",9.4,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","MEX","Mexico","2021","2021",5.6,,
